timestamp,while_listening,genres, languages,feelings,hours_per_day, platform,productivity_time,social_circle,sleep,life_satisfaction
2025/11/11 3:00:19 am GMT+5:30,Studying;Eating;Working out,Indie;Instrumental;Love / Romantic;Sad / Emotional,Hindi/Punjabi;English songs,Relaxed and calm,1-3 hours,Spotify,It varies / Iam not sure,More than 3,5- 6 hours,8
2025/11/11 4:07:05 am GMT+5:30,Traveling;Bathing;Sleeping/ Relaxing,New Bollywood songs;Gazal/sufi;Love / Romantic;Sad / Emotional,Hindi/Punjabi;Arabic/urdu songs;English songs,More energetic;Focused,less than 1,Spotify,It varies / Iam not sure,Just Me(Lonewolf),7-8 hours ,3
2025/11/11 5:18:21 am GMT+5:30,Eating;Working out;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Instrumental,Hindi/Punjabi,Relaxed and calm;No specific change,1-3 hours,Spotify,It varies / Iam not sure,2-3 close friends,5- 6 hours,6
2025/11/11 6:29:03 am GMT+5:30,Studying;Working out;Bathing;Doing chores(Daily tasks),Rock / Phonk /Hip-hop,Hindi/Punjabi;English songs,More energetic;Focused,1-3 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,7
2025/11/11 7:34:55 am GMT+5:30,Doing chores(Daily tasks),Sad / Emotional;Old Bollywood,Hindi/Punjabi,More emotional;Relaxed and calm,less than 1,YouTube Music,Late night (Night owl),Just Me(Lonewolf),7-8 hours ,8
2025/11/11 8:40:17 am GMT+5:30,Studying;Eating;Working out;Traveling,Old Bollywood;New Bollywood songs;Indie;Pop,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,1-3 hours,Spotify,Evening,2-3 close friends,5- 6 hours,7
2025/11/11 9:52:03 am GMT+5:30,Studying;Eating;Sleeping/ Relaxing,New Bollywood songs;Indie;Love / Romantic,Hindi/Punjabi;English songs,Relaxed and calm,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,6
2025/11/11 11:03:41 am GMT+5:30,Studying;Eating;Bathing;Doing chores(Daily tasks),Gazal/sufi;Love / Romantic;Pop,Hindi/Punjabi,More energetic;Relaxed and calm;No specific change,1-3 hours,Spotify,Evening,2-3 close friends,7-8 hours ,9
2025/11/11 12:10:29 pm GMT+5:30,Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),New Bollywood songs;Gazal/sufi;Love / Romantic;Sad / Emotional,Hindi/Punjabi;Arabic/urdu songs,More energetic;Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),2-3 close friends,7-8 hours ,7
2025/11/11 1:22:15 pm GMT+5:30,Working out;Traveling,Old Bollywood;New Bollywood songs;Devotional / Spiritual,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,less than 1,My own collection (downloaded songs),It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/11 2:33:40 pm GMT+5:30,Studying;Eating;Sleeping/ Relaxing,Instrumental;Rock / Phonk /Hip-hop;Pop,English songs,More energetic;Relaxed and calm,more than 5,YouTube Music,It varies / Iam not sure,More than 3,5- 6 hours,8
2025/11/11 3:45:22 pm GMT+5:30,Studying;Working out;Doing chores(Daily tasks),New Bollywood songs;Love / Romantic;Rock / Phonk /Hip-hop;Pop,Hindi/Punjabi,More energetic;Relaxed and calm,1-3 hours,Spotify,Morning,Just Me(Lonewolf),5- 6 hours,8
2025/11/11 4:50:31 pm GMT+5:30,Studying;Working out;Sleeping/ Relaxing,Old Bollywood;Rock / Phonk /Hip-hop;Indie,Hindi/Punjabi;English songs,No specific change,more than 5,Spotify,Late night (Night owl),1 close friends,5- 6 hours,6
2025/11/11 6:01:07 pm GMT+5:30,Studying;Bathing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Gazal/sufi;Love / Romantic,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,3-5 hours,Spotify,Morning,Just Me(Lonewolf),7-8 hours ,7
2025/11/11 7:09:44 pm GMT+5:30,Studying;Working out;Traveling;Sleeping/ Relaxing,Indie,Hindi/Punjabi,More energetic;Focused,1-3 hours,Spotify,Evening,Just Me(Lonewolf),5- 6 hours,4
2025/11/11 8:15:30 pm GMT+5:30,Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs;Gazal/sufi;Sad / Emotional,Hindi/Punjabi,More emotional;Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),More than 3,less than 4 hours,4
2025/11/11 9:22:11 pm GMT+5:30,Studying;Working out;Traveling,Rock / Phonk /Hip-hop;Pop;Sad / Emotional,Hindi/Punjabi;Japanese/Korean Song;English songs,Relaxed and calm,less than 1,Spotify,Morning,2-3 close friends,8+ hours,2
2025/11/11 10:33:57 pm GMT+5:30,Studying;Eating;Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs;Indie;Gazal/sufi,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,more than 5,YouTube Music,It varies / Iam not sure,Just Me(Lonewolf),7-8 hours ,10
2025/11/11 11:45:04 pm GMT+5:30,Studying;Eating;Sleeping/ Relaxing,Old Bollywood;Gazal/sufi;Devotional / Spiritual,Hindi/Punjabi;Japanese/Korean Song;English songs,More emotional;Relaxed and calm,3-5 hours,YouTube Music,It varies / Iam not sure,2-3 close friends,8+ hours,1
2025/11/12 12:50:31 am GMT+5:30,Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Devotional / Spiritual,Hindi/Punjabi,More emotional;Relaxed and calm,less than 1,YouTube Music,Morning,2-3 close friends,7-8 hours ,7
2025/11/12 2:01:14 am GMT+5:30,Studying;Working out,Old Bollywood,English songs,Focused,less than 1,Apple Music,Late night (Night owl),1 close friends,7-8 hours ,5
2025/11/12 3:08:29 am GMT+5:30,Studying;Traveling;Bathing;Sleeping/ Relaxing,Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,3-5 hours,Spotify,Morning,More than 3,5- 6 hours,6
2025/11/12 4:15:10 am GMT+5:30,Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs,Hindi/Punjabi,More energetic;More emotional,less than 1,Spotify,It varies / Iam not sure,2-3 close friends,7-8 hours ,6
2025/11/12 5:22:47 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Gazal/sufi;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional;Devotional / Spiritual,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More emotional,more than 5,My own collection (downloaded songs),It varies / Iam not sure,Just Me(Lonewolf),less than 4 hours,1
2025/11/12 6:34:03 am GMT+5:30,Studying;Working out;Bathing,New Bollywood songs;Sad / Emotional;Indie,Hindi/Punjabi;English songs,Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,4
2025/11/12 7:45:19 am GMT+5:30,Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional,English songs,More energetic;More emotional,less than 1,My own collection (downloaded songs),It varies / Iam not sure,More than 3,5- 6 hours,5
2025/11/12 8:50:06 am GMT+5:30,Studying;Working out;Traveling,Old Bollywood;New Bollywood songs;Love / Romantic;Pop,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,less than 1,Spotify,It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/12 9:55:29 am GMT+5:30,Studying;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;Indie;Rock / Phonk /Hip-hop;Pop,Hindi/Punjabi;Japanese/Korean Song;English songs,More energetic;Relaxed and calm,1-3 hours,My own collection (downloaded songs),Morning,2-3 close friends,7-8 hours ,4
2025/11/12 11:04:11 am GMT+5:30,Working out;Traveling,New Bollywood songs;Love / Romantic;Sad / Emotional,Hindi/Punjabi,More energetic;Relaxed and calm,less than 1,YouTube Music,Late night (Night owl),2-3 close friends,5- 6 hours,7
2025/11/12 12:15:37 pm GMT+5:30,Studying;Bathing;Doing chores(Daily tasks),Old Bollywood;Sad / Emotional;Gazal/sufi,Hindi/Punjabi;English songs,More emotional;Relaxed and calm,more than 5,YouTube Music,It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/12 1:20:25 pm GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Rock / Phonk /Hip-hop,English songs,More energetic;Relaxed and calm,3-5 hours,Apple Music,Late night (Night owl),More than 3,5- 6 hours,7
2025/11/12 2:32:01 pm GMT+5:30,Studying;Doing chores(Daily tasks),Gazal/sufi,Hindi/Punjabi,Relaxed and calm,less than 1,My own collection (downloaded songs),Evening,2-3 close friends,7-8 hours ,7
2025/11/12 3:44:19 pm GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Devotional / Spiritual,Hindi/Punjabi,Relaxed and calm,less than 1,Apple Music,It varies / Iam not sure,2-3 close friends,7-8 hours ,9
2025/11/12 4:50:55 pm GMT+5:30,Studying;Sleeping/ Relaxing,Instrumental,Hindi/Punjabi,Relaxed and calm,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,5
2025/11/12 6:02:38 pm GMT+5:30,Studying;Eating;Working out;Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Love / Romantic,Hindi/Punjabi;English songs,Relaxed and calm;Focused;No specific change,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,6
2025/11/12 7:08:14 pm GMT+5:30,Studying;Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs;Indie;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional;Devotional / Spiritual,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,3-5 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,6
2025/11/12 8:19:33 pm GMT+5:30,Studying;Working out;Traveling,Indie;New Bollywood songs,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,YouTube Music,Morning,2-3 close friends,5- 6 hours,6
2025/11/12 9:25:01 pm GMT+5:30,Studying;Eating;Working out;Traveling;Bathing,Old Bollywood;Indie,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,Spotify,Evening,Just Me(Lonewolf),8+ hours,10
2025/11/12 10:33:47 pm GMT+5:30,Studying;Eating;Working out;Doing chores(Daily tasks),Rock / Phonk /Hip-hop;Pop,English songs,More energetic;Relaxed and calm,1-3 hours,My own collection (downloaded songs),Late night (Night owl),2-3 close friends,7-8 hours ,8
2025/11/12 11:45:21 pm GMT+5:30,Studying;Working out;Traveling,Rock / Phonk /Hip-hop,English songs,More energetic;Relaxed and calm,more than 5,Spotify,Morning,2-3 close friends,less than 4 hours,1
2025/11/13 12:50:39 am GMT+5:30,Studying;Sleeping/ Relaxing;Doing chores(Daily tasks),Rock / Phonk /Hip-hop;Indie,Hindi/Punjabi;English songs,More energetic;Focused,3-5 hours,Spotify,It varies / Iam not sure,More than 3,5- 6 hours,3
2025/11/13 2:01:25 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Instrumental;Love / Romantic;Sad / Emotional;Pop,Hindi/Punjabi;Japanese/Korean Song;English songs,More energetic;Relaxed and calm,more than 5,Spotify,Late night (Night owl),2-3 close friends,8+ hours,7
2025/11/13 3:09:14 am GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Pop;Love / Romantic;Rock / Phonk /Hip-hop,Hindi/Punjabi;English songs,Relaxed and calm;Focused,1-3 hours,Spotify,It varies / Iam not sure,More than 3,7-8 hours ,1
2025/11/13 4:18:22 am GMT+5:30,Studying;Traveling;Sleeping/ Relaxing,New Bollywood songs;Pop;Rock / Phonk /Hip-hop;Love / Romantic,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,YouTube Music,It varies / Iam not sure,More than 3,5- 6 hours,8
2025/11/13 5:29:40 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Indie;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop,Hindi/Punjabi;Japanese/Korean Song;English songs,Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),More than 3,5- 6 hours,8
2025/11/13 6:35:11 am GMT+5:30,Traveling;Bathing,New Bollywood songs;Indie;Gazal/sufi;Love / Romantic,Hindi/Punjabi;Arabic/urdu songs;English songs,More energetic;Relaxed and calm;Focused,less than 1,Spotify,It varies / Iam not sure,Just Me(Lonewolf),7-8 hours ,3
2025/11/13 7:44:27 am GMT+5:30,Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Instrumental;Devotional / Spiritual,Hindi/Punjabi;English songs,Relaxed and calm;No specific change,1-3 hours,Spotify,It varies / Iam not sure,2-3 close friends,5- 6 hours,5
2025/11/13 8:50:51 am GMT+5:30,Studying;Working out;Bathing;Doing chores(Daily tasks),Rock / Phonk /Hip-hop,Hindi/Punjabi;English songs,More energetic;Focused,1-3 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,7
2025/11/13 10:02:18 am GMT+5:30,Doing chores(Daily tasks),Sad / Emotional;Old Bollywood,Hindi/Punjabi,More emotional;Relaxed and calm,less than 1,YouTube Music,Late night (Night owl),Just Me(Lonewolf),7-8 hours ,8
2025/11/13 11:08:04 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Pop,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,1-3 hours,Spotify,Evening,2-3 close friends,5- 6 hours,7
2025/11/13 12:15:29 pm GMT+5:30,Studying;Eating;Working out;Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),New Bollywood songs;Indie;Love / Romantic,Hindi/Punjabi;English songs,Relaxed and calm,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,5
2025/11/13 1:22:11 pm GMT+5:30,Studying;Eating;Bathing;Doing chores(Daily tasks),Gazal/sufi;Love / Romantic;Pop;Sad / Emotional,Hindi/Punjabi,More energetic;Relaxed and calm;No specific change,1-3 hours,Spotify,Evening,2-3 close friends,7-8 hours ,9
2025/11/13 2:33:50 pm GMT+5:30,Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),New Bollywood songs;Gazal/sufi;Love / Romantic;Sad / Emotional,Hindi/Punjabi;Arabic/urdu songs,More energetic;Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),2-3 close friends,7-8 hours ,7
2025/11/13 3:45:08 pm GMT+5:30,Working out;Traveling,Old Bollywood;New Bollywood songs;Devotional / Spiritual,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,less than 1,My own collection (downloaded songs),It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/13 4:51:34 pm GMT+5:30,Studying;Eating;Sleeping/ Relaxing,Instrumental;Rock / Phonk /Hip-hop;Pop,English songs,More energetic;Relaxed and calm,more than 5,YouTube Music,It varies / Iam not sure,More than 3,5- 6 hours,8
2025/11/13 6:02:19 pm GMT+5:30,Studying;Working out;Doing chores(Daily tasks),New Bollywood songs;Love / Romantic;Rock / Phonk /Hip-hop;Pop,Hindi/Punjabi,More energetic;Relaxed and calm,1-3 hours,Spotify,Morning,Just Me(Lonewolf),5- 6 hours,8
2025/11/13 7:08:44 pm GMT+5:30,Studying;Working out;Sleeping/ Relaxing,Old Bollywood;Rock / Phonk /Hip-hop;Indie,Hindi/Punjabi;English songs,No specific change,more than 5,Spotify,Late night (Night owl),1 close friends,5- 6 hours,6
2025/11/13 8:17:31 pm GMT+5:30,Studying;Bathing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Gazal/sufi;Love / Romantic,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,3-5 hours,Spotify,Morning,Just Me(Lonewolf),7-8 hours ,7
2025/11/13 9:25:10 pm GMT+5:30,Studying;Working out;Traveling;Sleeping/ Relaxing,Indie,Hindi/Punjabi,More energetic;Focused,1-3 hours,Spotify,Evening,Just Me(Lonewolf),5- 6 hours,3
2025/11/13 10:33:48 pm GMT+5:30,Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs;Gazal/sufi;Sad / Emotional,Hindi/Punjabi,More emotional;Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),More than 3,less than 4 hours,4
2025/11/13 11:42:07 pm GMT+5:30,Studying;Working out;Traveling,Rock / Phonk /Hip-hop;Pop;Sad / Emotional,Hindi/Punjabi;Japanese/Korean Song;English songs,Relaxed and calm,less than 1,Spotify,Morning,2-3 close friends,8+ hours,1
2025/11/14 12:53:51 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Gazal/sufi,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,more than 5,YouTube Music,It varies / Iam not sure,Just Me(Lonewolf),7-8 hours ,10
2025/11/14 2:01:29 am GMT+5:30,Studying;Eating;Sleeping/ Relaxing,Old Bollywood;Gazal/sufi;Devotional / Spiritual,Hindi/Punjabi;Japanese/Korean Song;English songs,More emotional;Relaxed and calm,3-5 hours,YouTube Music,It varies / Iam not sure,2-3 close friends,8+ hours,1
2025/11/14 3:13:06 am GMT+5:30,Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Devotional / Spiritual,Hindi/Punjabi,More emotional;Relaxed and calm,less than 1,YouTube Music,Morning,2-3 close friends,7-8 hours ,7
2025/11/14 4:18:42 am GMT+5:30,Studying;Working out,Old Bollywood,English songs,Focused,less than 1,Apple Music,Late night (Night owl),1 close friends,7-8 hours ,5
2025/11/14 5:27:09 am GMT+5:30,Studying;Traveling;Bathing;Sleeping/ Relaxing,Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,3-5 hours,Spotify,Morning,More than 3,5- 6 hours,6
2025/11/14 6:33:55 am GMT+5:30,Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs,Hindi/Punjabi,More energetic;More emotional,less than 1,Spotify,It varies / Iam not sure,2-3 close friends,7-8 hours ,5
2025/11/14 7:45:30 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Gazal/sufi;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional;Devotional / Spiritual,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More emotional,more than 5,My own collection (downloaded songs),It varies / Iam not sure,Just Me(Lonewolf),less than 4 hours,1
2025/11/14 8:51:14 am GMT+5:30,Studying;Working out;Bathing,New Bollywood songs;Sad / Emotional;Indie,Hindi/Punjabi;English songs,Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,4
2025/11/14 10:02:47 am GMT+5:30,Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional,English songs,More energetic;More emotional,less than 1,My own collection (downloaded songs),It varies / Iam not sure,More than 3,5- 6 hours,5
2025/11/14 11:08:21 am GMT+5:30,Studying;Working out;Traveling,Old Bollywood;New Bollywood songs;Love / Romantic;Pop,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,less than 1,Spotify,It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/14 12:16:03 pm GMT+5:30,Studying;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;Indie;Rock / Phonk /Hip-hop;Pop,Hindi/Punjabi;Japanese/Korean Song;English songs,More energetic;Relaxed and calm,1-3 hours,My own collection (downloaded songs),Morning,2-3 close friends,7-8 hours ,4
2025/11/14 1:22:45 pm GMT+5:30,Working out;Traveling,New Bollywood songs;Love / Romantic;Sad / Emotional,Hindi/Punjabi,More energetic;Relaxed and calm,less than 1,YouTube Music,Late night (Night owl),2-3 close friends,5- 6 hours,7
2025/11/14 2:33:18 pm GMT+5:30,Studying;Bathing;Doing chores(Daily tasks),Old Bollywood;Sad / Emotional;Gazal/sufi,Hindi/Punjabi;English songs,More emotional;Relaxed and calm,more than 5,YouTube Music,It varies / Iam not sure,2-3 close friends,5- 6 hours,7
2025/11/14 3:45:09 pm GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Rock / Phonk /Hip-hop,English songs,More energetic;Relaxed and calm,3-5 hours,Apple Music,Late night (Night owl),More than 3,5- 6 hours,7
2025/11/14 4:50:33 pm GMT+5:30,Studying;Doing chores(Daily tasks),Gazal/sufi,Hindi/Punjabi,Relaxed and calm,less than 1,My own collection (downloaded songs),Evening,2-3 close friends,7-8 hours ,7
2025/11/14 6:01:28 pm GMT+5:30,Working out;Traveling;Doing chores(Daily tasks),Devotional / Spiritual,Hindi/Punjabi,Relaxed and calm,less than 1,Apple Music,It varies / Iam not sure,2-3 close friends,7-8 hours ,9
2025/11/14 7:09:54 pm GMT+5:30,Studying;Sleeping/ Relaxing,Instrumental,Hindi/Punjabi,Relaxed and calm,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,5
2025/11/14 8:15:37 pm GMT+5:30,Studying;Eating;Working out;Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Love / Romantic,Hindi/Punjabi;English songs,Relaxed and calm;Focused;No specific change,1-3 hours,YouTube Music,Late night (Night owl),More than 3,7-8 hours ,6
2025/11/14 9:22:11 pm GMT+5:30,Studying;Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs;Indie;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional;Devotional / Spiritual,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,3-5 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,6
2025/11/14 10:33:04 pm GMT+5:30,Studying;Working out;Traveling,Indie;New Bollywood songs,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,YouTube Music,Morning,2-3 close friends,5- 6 hours,6
2025/11/14 11:45:51 pm GMT+5:30,Studying;Eating;Working out;Traveling;Bathing,Old Bollywood;Indie,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,1-3 hours,Spotify,Evening,Just Me(Lonewolf),8+ hours,10
2025/11/15 12:50:33 am GMT+5:30,Studying;Working out;Traveling,Rock / Phonk /Hip-hop;Pop;Sad / Emotional,English songs,More energetic;More emotional,1-3 hours,Spotify,Late night (Night owl),2-3 close friends,7-8 hours ,5
2025/11/15 2:02:18 am GMT+5:30,Studying;Sleeping/ Relaxing;Doing chores(Daily tasks),Rock / Phonk /Hip-hop;New Bollywood songs,Hindi/Punjabi;English songs,No specific change,more than 5,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,3
2025/11/15 3:09:07 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Love / Romantic,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,1-3 hours,Spotify,Evening,2-3 close friends,5- 6 hours,7
2025/11/15 4:15:33 am GMT+5:30,Studying;Working out;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;Rock / Phonk /Hip-hop,Hindi/Punjabi;English songs,No specific change,more than 5,Spotify,Late night (Night owl),1 close friends,5- 6 hours,6
2025/11/15 5:22:18 am GMT+5:30,Studying;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Gazal/sufi,Hindi/Punjabi;English songs,More energetic;Relaxed and calm;Focused,3-5 hours,Spotify,Morning,Just Me(Lonewolf),7-8 hours ,7
2025/11/15 6:33:41 am GMT+5:30,Working out;Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),Indie,Hindi/Punjabi,More energetic;Focused,1-3 hours,Spotify,Evening,Just Me(Lonewolf),5- 6 hours,3
2025/11/15 7:45:29 am GMT+5:30,Traveling;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Gazal/sufi;Sad / Emotional,Hindi/Punjabi,More emotional;Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),More than 3,less than 4 hours,4
2025/11/15 8:50:11 am GMT+5:30,Working out;Traveling,Rock / Phonk /Hip-hop;Pop;Sad / Emotional,Hindi/Punjabi;Japanese/Korean Song;English songs,Relaxed and calm,less than 1,Spotify,Morning,2-3 close friends,8+ hours,1
2025/11/15 10:03:02 am GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Gazal/sufi,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More energetic;Relaxed and calm;Focused,more than 5,YouTube Music,It varies / Iam not sure,Just Me(Lonewolf),7-8 hours ,10
2025/11/15 11:08:44 am GMT+5:30,Studying;Eating;Sleeping/ Relaxing,Old Bollywood;Gazal/sufi;Devotional / Spiritual,Hindi/Punjabi;Japanese/Korean Song;English songs,More emotional;Relaxed and calm,3-5 hours,YouTube Music,It varies / Iam not sure,2-3 close friends,8+ hours,1
2025/11/15 12:17:19 pm GMT+5:30,Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Devotional / Spiritual,Hindi/Punjabi,More emotional;Relaxed and calm,less than 1,YouTube Music,Morning,2-3 close friends,7-8 hours ,7
2025/11/15 1:25:33 pm GMT+5:30,Studying;Working out,Old Bollywood,English songs,Focused,less than 1,Apple Music,Late night (Night owl),1 close friends,7-8 hours ,5
2025/11/15 2:30:17 pm GMT+5:30,Studying;Traveling;Bathing;Sleeping/ Relaxing,Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional,Hindi/Punjabi;English songs,More energetic;Relaxed and calm,3-5 hours,Spotify,Morning,More than 3,5- 6 hours,6
2025/11/15 3:42:04 pm GMT+5:30,Working out;Traveling;Sleeping/ Relaxing,Old Bollywood;New Bollywood songs,Hindi/Punjabi,More energetic;More emotional,less than 1,Spotify,It varies / Iam not sure,2-3 close friends,7-8 hours ,5
2025/11/15 4:48:29 pm GMT+5:30,Studying;Eating;Working out;Traveling;Bathing;Sleeping/ Relaxing;Doing chores(Daily tasks),Old Bollywood;New Bollywood songs;Indie;Gazal/sufi;Instrumental;Love / Romantic;Rock / Phonk /Hip-hop;Pop;Sad / Emotional;Devotional / Spiritual,Hindi/Punjabi;Arabic/urdu songs;Japanese/Korean Song;English songs,More emotional,more than 5,My own collection (downloaded songs),It varies / Iam not sure,Just Me(Lonewolf),less than 4 hours,1
2025/11/15 5:57:15 pm GMT+5:30,Studying;Working out;Bathing,New Bollywood songs;Sad / Emotional;Indie,Hindi/Punjabi;English songs,Relaxed and calm,1-3 hours,Spotify,Late night (Night owl),Just Me(Lonewolf),5- 6 hours,4
